"Abercrombie, North Dakota, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Aberdeen - Zorg-en-Vlygt, Pomeroon-Supenaam, Guyana","15","{""emoji"":{""char"":""🇬🇾""}}"
"Aberdeen City, Scotland, United Kingdom","30","{""emoji"":{""char"":""🇬🇧""}}"
"Aberdeen Proving Ground, Maryland, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Aberdeen, Eastern Cape, South Africa","26","{""emoji"":{""char"":""🇿🇦""}}"
"Aberdeen, Idaho, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Aberdeen, Maryland, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Aberdeen, Mississippi, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Aberdeen, New Brunswick, Canada","28","{""emoji"":{""char"":""🇨🇦""}}"
"Aberdeen, New Jersey, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Aberdeen, New South Wales, Australia","28","{""emoji"":{""char"":""🇦🇺""}}"
"Aberdeen, North Carolina, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Aberdeen, Ohio, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Aberdeen, Saskatchewan, Canada","28","{""emoji"":{""char"":""🇨🇦""}}"
"Aberdeen, Scotland, United Kingdom","40","{""emoji"":{""char"":""🇬🇧""}}"
"Aberdeen, South Dakota, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Aberdeen, Washington, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Aberdeenshire, Scotland, United Kingdom","30","{""emoji"":{""char"":""🇬🇧""}}"
"Abhanpur, Chhattisgarh, India","35","{""emoji"":{""char"":""🇮🇳""}}"
"Abia State, Nigeria","55","{""emoji"":{""char"":""🇳🇬""}}"
"Abiakpo Ikot Obionting, Akwa Ibom State, Nigeria","30","{""emoji"":{""char"":""🇳🇬""}}"
"Abidjan, Côte d'Ivoire","55","{""emoji"":{""char"":""🇨🇮""}}"
"Abie, Nebraska, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Abilene, Texas, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Abingdon, Maryland, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Abingdon-On-Thames, England, United Kingdom","30","{""emoji"":{""char"":""🇬🇧""}}"
"Abla, Riyadh, Saudi Arabia","26","{""emoji"":{""char"":""🇸🇦""}}"
"Ablekuma West Municipal District, Greater Accra Region, Ghana","10","{""emoji"":{""char"":""🇬🇭""}}"
"Abohar, Punjab, India","35","{""emoji"":{""char"":""🇮🇳""}}"
"Aboisso, Comoé, Côte d'Ivoire","15","{""emoji"":{""char"":""🇨🇮""}}"
"Above Rocks, Saint Catherine, Jamaica","15","{""emoji"":{""char"":""🇯🇲""}}"
"Abramovskiy, Novosibirsk, Russia","28","{""emoji"":{""char"":""🇷🇺""}}"
"Abrantes, Santarém, Portugal","24","{""emoji"":{""char"":""🇵🇹""}}"
"Abreu e Lima, Pernambuco, Brazil","32","{""emoji"":{""char"":""🇧🇷""}}"
"Abruzzi, Italy","55","{""emoji"":{""char"":""🇮🇹""}}"
"Absarokee, Montana, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Absecon, New Jersey, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Abu Al-Khassib District, Al-Basra Governorate, Iraq","5","{""emoji"":{""char"":""🇮🇶""}}"
"Abu Dhabi Emirate, United Arab Emirates","55","{""emoji"":{""char"":""🇦🇪""}}"
"Abu Dhabi Industrial City, Abu Dhabi Emirate, United Arab Emirates","24","{""emoji"":{""char"":""🇦🇪""}}"
"Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates","77","{""emoji"":{""char"":""🇦🇪""}}"
"Abu Hulayfa, Makkah, Saudi Arabia","26","{""emoji"":{""char"":""🇸🇦""}}"
"Abu Qir, Alexandria, Egypt","26","{""emoji"":{""char"":""🇪🇬""}}"
"Abu Road, Rajasthan, India","35","{""emoji"":{""char"":""🇮🇳""}}"
"Abuja, Federal Capital Territory, Nigeria","30","{""emoji"":{""char"":""🇳🇬""}}"
"Abura/Asebu/Kwamankese District, Central Region, Ghana","10","{""emoji"":{""char"":""🇬🇭""}}"
"Acadia Parish County, Louisiana, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Acampo, California, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Acatlán, Hidalgo, Mexico","28","{""emoji"":{""char"":""🇲🇽""}}"
"Acatzingo de Hidalgo, Puebla, Mexico","28","{""emoji"":{""char"":""🇲🇽""}}"
"Acatzingo de Hidalgo, Sonora, Mexico","28","{""emoji"":{""char"":""🇲🇽""}}"
"Acaxochitlán, Hidalgo, Mexico","28","{""emoji"":{""char"":""🇲🇽""}}"
"Acayucan, Veracruz, Mexico","28","{""emoji"":{""char"":""🇲🇽""}}"
"Accomac, Virginia, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Accomack County, Virginia, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Aceh, Indonesia","55","{""emoji"":{""char"":""🇮🇩""}}"
"Achinsk, Krasnoyarsk Krai, Russia","28","{""emoji"":{""char"":""🇷🇺""}}"
"Achinskiy, Novosibirsk, Russia","28","{""emoji"":{""char"":""🇷🇺""}}"
"Achinsky District, Krasnoyarsk Krai, Russia","16","{""emoji"":{""char"":""🇷🇺""}}"
"Aci Castello, Sicily, Italy","28","{""emoji"":{""char"":""🇮🇹""}}"
"Ackworth, Iowa, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Acquaviva, San Marino","15","{""emoji"":{""char"":""🇸🇲""}}"
"Acra, Batha, Chad","15","{""emoji"":{""char"":""🇹🇩""}}"
"Acre, Brazil","55","{""emoji"":{""char"":""🇧🇷""}}"
"Acton Scott, England, United Kingdom","30","{""emoji"":{""char"":""🇬🇧""}}"
"Acton, England, United Kingdom","30","{""emoji"":{""char"":""🇬🇧""}}"
"Acton, Massachusetts, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Actopan, Hidalgo, Mexico","28","{""emoji"":{""char"":""🇲🇽""}}"
"Acworth, Georgia, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Ad Dali' Governorate, Yemen","55","{""emoji"":{""char"":""🇾🇪""}}"
"Ad Damazin, Blue Nile State, Sudan","15","{""emoji"":{""char"":""🇸🇩""}}"
"Ad Daqahliyah, Egypt","55","{""emoji"":{""char"":""🇪🇬""}}"
"Ad Difinah, Makkah, Saudi Arabia","26","{""emoji"":{""char"":""🇸🇦""}}"
"Ad Duwayd, Northern Frontier, Saudi Arabia","26","{""emoji"":{""char"":""🇸🇦""}}"
"Ada County, Idaho, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Ada East District, Greater Accra Region, Ghana","10","{""emoji"":{""char"":""🇬🇭""}}"
"Ada, Oklahoma, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adair County, Iowa, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adair County, Kentucky, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adair County, Missouri, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adair County, Oklahoma, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adair, Illinois, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adair, Iowa, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adair, Missouri, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adair, Oklahoma, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adairsville, Georgia, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adairville, Kentucky, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adak, Alaska, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adaklı, Bingöl, Türkiye","15","{""emoji"":{""char"":""🇹🇷""}}"
"Adam Stephens, West Virginia, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adamawa State, Nigeria","55","{""emoji"":{""char"":""🇳🇬""}}"
"Adampur, Haryana, India","35","{""emoji"":{""char"":""🇮🇳""}}"
"Adams Center, New York, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams County, Colorado, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adams County, Idaho, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adams County, Illinois, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adams County, Indiana, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adams County, Iowa, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adams County, Mississippi, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adams County, Nebraska, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adams County, North Dakota, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adams County, Ohio, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adams County, Pennsylvania, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adams County, Washington, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adams County, Wisconsin, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Adams Estate, Victoria, Australia","28","{""emoji"":{""char"":""🇦🇺""}}"
"Adams Gulch, New Brunswick, Canada","28","{""emoji"":{""char"":""🇨🇦""}}"
"Adams Run, South Carolina, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams, Ilocos Region, Philippines","26","{""emoji"":{""char"":""🇵🇭""}}"
"Adams, Indiana, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams, Iowa, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams, Kentucky, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams, Massachusetts, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams, Minnesota, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams, Missouri, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams, Nebraska, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams, New York, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams, North Dakota, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams, Ohio, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams, Oregon, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams, Pennsylvania, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams, Tennessee, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adams, Wisconsin, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adamsburg, Pennsylvania, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adamshøj, Region Zealand, Denmark","25","{""emoji"":{""char"":""🇩🇰""}}"
"Adamstown, Maryland, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adamstown, New South Wales, Australia","28","{""emoji"":{""char"":""🇦🇺""}}"
"Adamstown, Pennsylvania, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adamsu, Bono Region, Ghana","22","{""emoji"":{""char"":""🇬🇭""}}"
"Adamsvale, Western Australia, Australia","28","{""emoji"":{""char"":""🇦🇺""}}"
"Adamsville, Alabama, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adamsville, New Brunswick, Canada","28","{""emoji"":{""char"":""🇨🇦""}}"
"Adamsville, Ohio, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adamsville, Pennsylvania, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adamsville, Tennessee, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adamsville, Texas, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adamswiller, Grand Est, France","30","{""emoji"":{""char"":""🇫🇷""}}"
"Adana Subregion, Türkiye","15","{""emoji"":{""char"":""🇹🇷""}}"
"Adana, Adana, Türkiye","15","{""emoji"":{""char"":""🇹🇷""}}"
"Adana, Türkiye","55","{""emoji"":{""char"":""🇹🇷""}}"
"Adapazarı Bucağı, Sakarya, Türkiye","15","{""emoji"":{""char"":""🇹🇷""}}"
"Adapazarı, Sakarya, Türkiye","15","{""emoji"":{""char"":""🇹🇷""}}"
"Adazi, Riga, Latvia","15","{""emoji"":{""char"":""🇱🇻""}}"
"Adda-Douéni, Anjouan, Comoros","15","{""emoji"":{""char"":""🇰🇲""}}"
"Adder's Moss, England, United Kingdom","30","{""emoji"":{""char"":""🇬🇧""}}"
"Addington Highlands, Ontario, Canada","28","{""emoji"":{""char"":""🇨🇦""}}"
"Addison County, Vermont, United States","23","{""emoji"":{""char"":""🇺🇸""}}"
"Addison Township, Illinois, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Addison Township, Pennsylvania, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Addison, Alabama, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Addison, Illinois, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Addison, Indiana, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Addison, Maine, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Addison, Michigan, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Addison, New York, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Addison, Ohio, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Addison, Ontario, Canada","28","{""emoji"":{""char"":""🇨🇦""}}"
"Addison, Pennsylvania, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Addison, Texas, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Addison, Vermont, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Addison, Wisconsin, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adel, Iowa, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Adelaide Hills, South Australia, Australia","28","{""emoji"":{""char"":""🇦🇺""}}"
"Adelaide River, Northern Territory, Australia","28","{""emoji"":{""char"":""🇦🇺""}}"
"Adelaide, South Australia, Australia","28","{""emoji"":{""char"":""🇦🇺""}}"
"Adhaura, Bihar, India","35","{""emoji"":{""char"":""🇮🇳""}}"
"Adhfa, Northern Frontier, Saudi Arabia","26","{""emoji"":{""char"":""🇸🇦""}}"
"Adiaké, Comoé, Côte d'Ivoire","15","{""emoji"":{""char"":""🇨🇮""}}"
"Adilabad, Telangana, India","35","{""emoji"":{""char"":""🇮🇳""}}"
"Adilcevaz Bucağı, Bitlis, Türkiye","15","{""emoji"":{""char"":""🇹🇷""}}"
"Adilcevaz, Bitlis, Türkiye","15","{""emoji"":{""char"":""🇹🇷""}}"
"Adityapur block, Jharkhand, India","35","{""emoji"":{""char"":""🇮🇳""}}"
"Adler, Krasnodar, Russia","28","{""emoji"":{""char"":""🇷🇺""}}"
"Adligenswil, Lucerne, Switzerland","26","{""emoji"":{""char"":""🇨🇭""}}"
"Admiralteysky District, St Petersburg, St Petersburg City, Russia","16","{""emoji"":{""char"":""🇷🇺""}}"
"Adolfo Gonzáles Chaves, Buenos Aires Province, Argentina","14","{""emoji"":{""char"":""🇦🇷""}}"
"Adoni, Andhra Pradesh, India","35","{""emoji"":{""char"":""🇮🇳""}}"
"Adoor, Kerala, India","40","{""emoji"":{""char"":""🇮🇳""}}"
"Adria, Veneto, Italy","28","{""emoji"":{""char"":""🇮🇹""}}"
"Adrianópolis, Paraná, Brazil","32","{""emoji"":{""char"":""🇧🇷""}}"
"Adygea, Russia","55","{""emoji"":{""char"":""🇷🇺""}}"
"Adıyaman, Adıyaman, Türkiye","15","{""emoji"":{""char"":""🇹🇷""}}"
"Adıyaman, Türkiye","55","{""emoji"":{""char"":""🇹🇷""}}"
"Aerodrom, Skopje Statistical Region, North Macedonia","15","{""emoji"":{""char"":""🇲🇰""}}"
"Aetna, Illinois, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Affi, Veneto, Italy","28","{""emoji"":{""char"":""🇮🇹""}}"
"Affieux, Nouvelle-Aquitaine, France","40","{""emoji"":{""char"":""🇫🇷""}}"
"Affligem, Flemish Region, Belgium","25","{""emoji"":{""char"":""🇧🇪""}}"
"Affoltern, Zurich, Switzerland","26","{""emoji"":{""char"":""🇨🇭""}}"
"Afghan-e Doshi, Baghlan Province, Afghanistan","5","{""emoji"":{""char"":""🇦🇫""}}"
"Afghanistan","70","{""emoji"":{""char"":""🇦🇫""}}"
"Afqirah, Riyadh, Saudi Arabia","26","{""emoji"":{""char"":""🇸🇦""}}"
"Afton Station, Nova Scotia, Canada","28","{""emoji"":{""char"":""🇨🇦""}}"
"Afton, Arkansas, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Afton, Illinois, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Afton, Iowa, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Afton, Kansas, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Afton, Michigan, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Afton, Minnesota, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Afton, New York, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Afton, Oklahoma, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Afton, Tennessee, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Afton, Texas, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Afton, Virginia, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Afton, Wisconsin, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Afton, Wyoming, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Afyon, Türkiye","55","{""emoji"":{""char"":""🇹🇷""}}"
"Afyonkarahisar, Afyon, Türkiye","15","{""emoji"":{""char"":""🇹🇷""}}"
"Ag. Nikolaos Soleas, Nicosia, Cyprus","15","{""emoji"":{""char"":""🇨🇾""}}"
"Agadi, Blue Nile State, Sudan","15","{""emoji"":{""char"":""🇸🇩""}}"
"Agar Malwa district, Madhya Pradesh, India","23","{""emoji"":{""char"":""🇮🇳""}}"
"Agar, Madhya Pradesh, India","35","{""emoji"":{""char"":""🇮🇳""}}"
"Agassiz, British Columbia, Canada","28","{""emoji"":{""char"":""🇨🇦""}}"
"Agasthiswaram, Tamil Nadu, India","40","{""emoji"":{""char"":""🇮🇳""}}"
"Agawam, Massachusetts, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Agdam District, Karabakh, Azerbaijan","5","{""emoji"":{""char"":""🇦🇿""}}"
"Agde, Occitanie, France","30","{""emoji"":{""char"":""🇫🇷""}}"
"Agder, Norway","55","{""emoji"":{""char"":""🇳🇴""}}"
"Agen, Nouvelle-Aquitaine, France","30","{""emoji"":{""char"":""🇫🇷""}}"
"Agen-d’Aveyron, Occitanie, France","30","{""emoji"":{""char"":""🇫🇷""}}"
"Agena, Southern Nations, Nationalities, and Peoples, Ethiopia","15","{""emoji"":{""char"":""🇪🇹""}}"
"Agency, Iowa, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Agency, Missouri, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Agenda, Kansas, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Agenda, Wisconsin, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Agenebode, Edo State, Nigeria","30","{""emoji"":{""char"":""🇳🇬""}}"
"Ager Vejle, North Denmark Region, Denmark","25","{""emoji"":{""char"":""🇩🇰""}}"
"Ages Brookside, Kentucky, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Aghstafa District, Qazakh-Tovuz, Azerbaijan","5","{""emoji"":{""char"":""🇦🇿""}}"
"Agia Varvara, Crete, Greece","23","{""emoji"":{""char"":""🇬🇷""}}"
"Agin-Buryat, Russia","55","{""emoji"":{""char"":""🇷🇺""}}"
"Aginskoye, Agin-Buryat, Russia","28","{""emoji"":{""char"":""🇷🇺""}}"
"Aginskoye, Krasnoyarsk Krai, Russia","28","{""emoji"":{""char"":""🇷🇺""}}"
"Aginskoye, Zabaykalsky Krai, Russia","28","{""emoji"":{""char"":""🇷🇺""}}"
"Agios Athanasios, Limassol, Cyprus","15","{""emoji"":{""char"":""🇨🇾""}}"
"Agios Thomas, Limassol, Cyprus","15","{""emoji"":{""char"":""🇨🇾""}}"
"Aglangia, Nicosia, Cyprus","15","{""emoji"":{""char"":""🇨🇾""}}"
"Agnibilékrou, Comoé, Côte d'Ivoire","15","{""emoji"":{""char"":""🇨🇮""}}"
"Agnisair Krishnasavaran Rural Municipality, Nepal","8","{""emoji"":{""char"":""🇳🇵""}}"
"Agomoni, Assam, India","35","{""emoji"":{""char"":""🇮🇳""}}"
"Agona Swedru, Central Region, Ghana","22","{""emoji"":{""char"":""🇬🇭""}}"
"Agona West Municipal District, Central Region, Ghana","10","{""emoji"":{""char"":""🇬🇭""}}"
"Agonac, Nouvelle-Aquitaine, France","40","{""emoji"":{""char"":""🇫🇷""}}"
"Agoura Hills, California, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Agra Tehsil, Uttar Pradesh, India","35","{""emoji"":{""char"":""🇮🇳""}}"
"Agra district, India","23","{""emoji"":{""char"":""🇮🇳""}}"
"Agra, Galicia, Spain","28","{""emoji"":{""char"":""🇪🇸""}}"
"Agra, Kansas, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Agra, Lombardy, Italy","28","{""emoji"":{""char"":""🇮🇹""}}"
"Agra, Oklahoma, United States","35","{""emoji"":{""char"":""🇺🇸""}}"
"Agra, Uttar Pradesh, India","35","{""emoji"":{""char"":""🇮🇳""}}"
"Agrado, Huila, Colombia","26","{""emoji"":{""char"":""🇨🇴""}}"
"Agramakovka, Tatarstan, Russia","28","{""emoji"":{""char"":""🇷🇺""}}"
"Agramakovskoye, Tatarstan, Russia","28","{""emoji"":{""char"":""🇷🇺""}}"
"Agramunt, Catalonia, Spain","28","{""emoji"":{""char"":""🇪🇸""}}"
"Agrate Brianza, Lombardy, Italy","28","{""emoji"":{""char"":""🇮🇹""}}"
"Agrate Conturbia, Piedmont, Italy","28","{""emoji"":{""char"":""🇮🇹""}}"
"Agri, Ağrı, Türkiye","15","{""emoji"":{""char"":""🇹🇷""}}"
"Agrigento, Sicily, Italy","28","{""emoji"":{""char"":""🇮🇹""}}"
"Agrolândia, Santa Catarina, Brazil","32","{""emoji"":{""char"":""🇧🇷""}}"
"Agrínio, Western Greece, Greece","23","{""emoji"":{""char"":""🇬🇷""}}"
"Agua Buena, Los Santos, Panama","15","{""emoji"":{""char"":""🇵🇦""}}"
"Agua Caliente, Baja California, Mexico","28","{""emoji"":{""char"":""🇲🇽""}}"
"Agua Prieta, Sonora, Mexico","28","{""emoji"":{""char"":""🇲🇽""}}"
"Agua Salada, Bolivar State, Venezuela","15","{""emoji"":{""char"":""🇻🇪""}}"
"Aguabuena, Puntarenas, Costa Rica","15","{""emoji"":{""char"":""🇨🇷""}}"
"Aguacaliente o San Francisco, Cartago, Costa Rica","15","{""emoji"":{""char"":""🇨🇷""}}"
"Agualva, Lisbon, Portugal","24","{""emoji"":{""char"":""🇵🇹""}}"
"Aguas Buenas, Aguas Buenas, Puerto Rico","15","{""emoji"":{""char"":""🇵🇷""}}"
"Aguas Buenas, Puerto Rico","55","{""emoji"":{""char"":""🇵🇷""}}"
"Aguascalientes, Mexico","55","{""emoji"":{""char"":""🇲🇽""}}"
"Aguazul, Casanare, Colombia","26","{""emoji"":{""char"":""🇨🇴""}}"
"Agía Marína, Southern Aegean, Greece","23","{""emoji"":{""char"":""🇬🇷""}}"
"Ahafo Region, Ghana","55","{""emoji"":{""char"":""🇬🇭""}}"
"Ahal Region, Turkmenistan","55","{""emoji"":{""char"":""🇹🇲""}}"
"Ahanta West Municipal District, Western Region, Ghana","10","{""emoji"":{""char"":""🇬🇭""}}"
